,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_short_square,has_burst,has_delay,has_pause,input_resistance_mohm,latency,peak_t_long_square,peak_t_short_square,peak_v_long_square,peak_v_short_square,ri,sag,specimen_id,tau,threshold_i_long_square,threshold_i_short_square,threshold_t_long_square,threshold_t_short_square,threshold_v_long_square,threshold_v_short_square,trough_t_long_square,trough_t_short_square,trough_v_long_square,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_short_square,vrest,species,cre_line,dendrite_type,e-type,m-type,me-type,upright_angle,soma_distance_from_pia,estimated_shrinkage_factor,estimated_slice_angle
802,0.112099490574613,1.14724,1.02531333333333,-42.9375038146973,-47.630210240682004,False,False,False,87.721232,0.07568,1.14406,1.02343666666667,41.15625,43.6875025431315,57.499922811984995,0.0034818155691027602,571306690,15.711740509474499,250.0,1830.0,1.1436,1.02303333333333,-37.34375,-46.255210240682004,1.1809399999999999,1.51167,-50.71875,-78.8802134195964,4.11894020627693,4.17310010161758,-79.214225769043,Mus musculus,Vipr2-IRES2-Cre,spiny,Exc_3,Spiny_1,ME_Exc_7,213.90883327798,184.160418061382,2.4557956778,3.92892049631
807,0.00162500202193833,1.06162,1.0252,-55.84375,-58.9187530517578,False,False,False,629.2084480000001,0.01146,1.06016,1.02354,33.8750038146973,32.5937507629395,249.82142448425301,0.12139331549406099,535728342,9.42686089551393,29.9999980926514,190.0,1.05972,1.023144,-50.281253814697294,-51.4000022888184,1.0667200000000001,1.620292,-56.625,-75.26250305175779,2.95730112691794,2.9277662894986003,-74.26939392089841,Mus musculus,Vip-IRES-Cre,aspiny,Inh_3,Aspiny_16,ME_Inh_3,129.396259280354,408.711186681949,4.0873015873,8.26775706646999
810,0.258422174840085,1.125645,1.0259280000000002,-45.968753814697294,-48.3375022888184,False,False,False,157.672416,0.0470550000000001,1.12275,1.023575,18.75,18.7875007629395,241.562500596046,0.029116278514266004,476455864,25.7970683979287,70.0,296.0,1.122205,1.023073,-39.0,-37.4312515258789,1.149525,1.57108,-51.28125,-73.25000305175779,3.2072917560861405,2.58167205397706,-71.7120742797852,Mus musculus,Nr5a1-Cre,spiny,Exc_3,Spiny_3,ME_Exc_15,153.516819561437,372.201567845143,3.752675247,2.96699517289
812,0.0655726265742834,1.13968,1.0258399999999999,-43.281253814697294,-51.671876907348604,False,False,False,171.510848,0.0571000000000002,1.1358,1.02365,35.90625,31.1875019073486,143.750071525574,0.13080975413322402,589427435,21.3070984763313,150.0,1160.0,1.13514,1.02314,-35.6250038146973,-36.9687538146973,1.1774799999999999,1.34141,-52.468753814697294,-72.6875038146973,4.15177405647458,3.1102186587973,-72.7064743041992,Mus musculus,Sim1-Cre_KJ18,spiny,Exc_3,Spiny_14,ME_Exc_5,240.726693300899,679.076214745853,2.36331912640999,16.1793237426
815,0.12796710087230198,1.16396,1.025073,-45.15625,-49.225002288818395,False,False,False,113.807184,0.0540500000000002,1.161625,1.0233299999999999,47.53125,48.825001525878896,117.96863377094299,0.0710932537913322,483101699,15.217130237837699,150.0,1019.9999389648401,1.16123,1.0229780000000002,-34.78125,-43.262502288818396,1.195805,1.422118,-53.968753814697294,-78.9250030517578,4.06783285976868,4.0767685640395,-78.13226318359379,Mus musculus,Cux2-CreERT2,spiny,Exc_3,Spiny_2,ME_Exc_17,227.032811233753,361.753004965209,2.33291076836,-16.8324519257
820,0.319108527131783,1.0340200000000002,1.023784,-59.312503814697294,-60.506253051757795,False,False,False,262.71067200000005,0.00690000000000013,1.03332,1.023112,26.5000019073486,30.425001144409197,214.53136205673198,0.0284297037869692,585830272,13.2359729798429,90.0,260.0,1.033,1.022836,-42.0937538146973,-44.7625030517578,1.03404,1.816528,-59.34375,-65.60000610351561,1.35367860553922,1.44891620523406,-64.436637878418,Mus musculus,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny,,Aspiny_5,,205.51691347031,160.097282874459,3.42465753425,12.4382589885
821,0.534865465183742,1.0841399999999999,1.0242200000000001,-62.375,-63.843755086263,False,False,False,219.982944,0.04572,1.08328,1.02337333333333,24.71875,32.6875012715658,180.35711348056802,0.0715586766600609,573622646,15.780161188475,170.0,479.99996948242205,1.0828799999999998,1.02302,-34.0312538146973,-43.7500012715658,1.0841399999999999,1.57613333333333,-62.375,-70.937505086263,1.31238189714826,1.67330545527099,-69.9154434204102,Mus musculus,Nos1-CreERT2|Sst-IRES-FlpO,aspiny,Inh_6,Aspiny_1,ME_Inh_25,118.862091547625,392.482914565798,3.07125307125,12.6257899503
823,0.18281250038317,1.10239,1.0245275,-50.25,-54.9375025431315,False,False,False,80.333384,0.038195,1.10089,1.0233375,37.7500038146973,41.739585876464794,76.87496393918991,0.11299248784780498,488680917,11.205574477551599,170.0,800.0,1.100515,1.023015,-39.3125,-49.7447929382324,1.131645,1.07406,-53.781253814697294,-69.1979204813639,3.04156518559489,2.69852495205294,-68.04209136962889,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_4,Spiny_13,ME_Exc_1,222.251303049265,517.782684176345,1.55001486748999,10.0173235107
828,0.22825774900719398,1.0831600000000001,1.0253079999999999,-50.5,-55.637502288818396,False,False,False,163.486304,0.02634,1.08046,1.023428,43.500003814697294,47.700002288818396,163.906291127205,0.13377764821052598,509003464,14.223923143728301,130.0,670.0,1.08002,1.02308,-34.0312538146973,-45.9000022888184,1.0934,1.456784,-53.125,-75.6812545776367,3.0665196829276495,3.9463001500262203,-75.3721694946289,Mus musculus,Ntsr1-Cre_GN220,spiny,Exc_3,Spiny_18,ME_Exc_2,211.632726741954,922.502462002446,4.76817132968,19.2499752046
838,0.009433962404956841,1.07984,1.025916,-48.468753814697294,-56.4500038146973,False,False,False,255.1596,0.0123600000000001,1.07776,1.023476,33.0,37.8937538146973,211.71885728836102,0.0529948212206364,578774163,14.4474198004067,100.0,320.0,1.07724,1.023056,-37.15625,-45.356252288818396,1.08984,1.694192,-49.750003814697294,-75.00625,3.2428208559839,3.83465571977554,-74.5842971801758,Mus musculus,Chat-IRES-Cre-neo,aspiny,Inh_2,Aspiny_16,ME_Inh_4,225.716514906706,414.467678056464,2.52880854824,10.6445164341
839,1.04948455110656,1.04006,1.024125,-62.031253814697294,-62.984378814697294,False,False,False,249.66201600000002,0.0100800000000001,1.0393,1.02341,14.5312509536743,21.7812504768372,150.000110268593,0.0468629747629166,509617624,7.75330557053329,170.0,420.0,1.03898,1.0231299999999999,-32.625,-44.2578153610229,1.0401200000000002,1.44919,-62.125,-72.94531440734859,1.1754609408178898,1.39432781626392,-71.87664794921879,Mus musculus,Pvalb-IRES-Cre,aspiny,Inh_8,Aspiny_10,ME_Inh_9,120.602059320435,586.250321351246,3.81924198251,13.6357322027
842,0.336151079136691,1.0987799999999999,1.024884,-59.65625,-61.46250305175779,False,False,False,286.968288,0.02868,1.0972600000000001,1.0235,29.8125019073486,38.7312507629395,259.218871593475,0.20425370335578896,501730497,37.2623553597904,50.0,400.0,1.09674,1.023052,-43.843753814697294,-44.3687507629395,1.0988799999999999,1.6193440000000001,-59.781253814697294,-67.37500305175779,2.1535239513220303,2.32652517379989,-66.96987915039061,Mus musculus,Sst-IRES-Cre,sparsely spiny,Inh_6,Aspiny_12,ME_Inh_24,142.078024295953,544.991059238369,4.01948051948,2.26629065979
859,0.223413705583756,1.09336,1.02576,-45.78125,-48.718751907348604,False,False,False,414.151136,0.031560000000000005,1.0904200000000002,1.02366,42.65625,38.015625,272.187471389771,0.0841226950287819,580005568,23.483124865898105,90.0,620.0,1.08992,1.02318,-42.125,-44.015626907348604,1.10816,1.6005,-49.906253814697294,-73.484375,4.3628498165264,3.5948136721916004,-72.7673645019531,Mus musculus,Oxtr-T2A-Cre,spiny,Exc_3,Spiny_15,ME_Exc_10,160.432863635083,808.473967557042,2.44505494505,18.5475703467
862,0.0348101195836744,1.109405,1.02525833333333,-42.0,-48.3229179382324,False,False,False,93.04396,0.0621150000000001,1.106385,1.02349833333333,40.4062538146973,45.708335876464794,60.697011649608605,0.0136078074574471,486262299,13.502059264075001,490.0,1829.9997558593802,1.1059649999999999,1.02306333333333,-32.46875,-50.5729192097982,1.1349049999999998,1.73348666666667,-49.125,-79.1145909627279,3.92193249325459,3.13574840757007,-79.3246078491211,Mus musculus,Cux2-CreERT2,spiny,Exc_1,Spiny_2,ME_Exc_7,201.830578590519,207.807884088427,3.12382386149999,6.91437177215
866,0.194859813084112,1.11839,1.025242,-46.03125,-50.31875,False,False,False,194.330576,0.03298,1.11606,1.023414,33.1250038146973,38.0250015258789,256.562560796738,0.020960645750165003,318733871,26.331740556466897,70.0,600.0,1.11556,1.0230139999999999,-34.1875,-44.94375,1.1379350000000001,1.373304,-50.34375,-73.4750030517578,2.63304079954006,3.1396114155220003,-72.63360595703121,Mus musculus,Nr5a1-Cre,spiny,Exc_3,Spiny_5,ME_Exc_19,131.809813649085,401.431631002106,3.62266885033,-12.4636693801
868,0.155023640197924,1.27322,1.0264440000000001,-56.437503814697294,-57.537502288818395,False,False,False,371.338176,0.00948000000000015,1.26914,1.023472,37.71875,39.7062515258789,312.343776226044,0.0848674550652504,515464483,26.213511503938104,20.0,96.0,1.26868,1.023068,-43.15625,-46.4937507629395,1.2889,1.054036,-61.25,-63.737500762939504,4.39791366252516,4.18271407846781,-59.3667678833008,Mus musculus,Ctgf-T2A-dgCre,spiny,Exc_3,Spiny_15,ME_Exc_10,148.090576103742,1015.78415152968,2.8722334004,-29.762600735
874,1.3069483088473302,1.0352,1.0239559999999999,-66.8125,-69.3812545776367,False,False,False,173.273024,0.007260000000000041,1.03462,1.023336,20.78125,27.368751525878896,93.5938283801079,0.0069531672634184395,570946690,6.99814492029578,240.0,479.99996948242205,1.0343200000000001,1.02306,-40.28125,-47.3687515258789,1.03524,1.5080200000000001,-66.8437576293945,-71.3,1.1568301014553701,1.26291695976791,-70.4970932006836,Mus musculus,Pvalb-IRES-Cre,aspiny,Inh_11,Aspiny_4,ME_Inh_6,180.797991417587,830.244474368449,2.27652344949,-10.3735598455999
881,0.0551470573880676,1.073525,1.02525125,-48.03125,-50.1953153610229,False,False,False,159.969024,0.0244600000000001,1.071365,1.02347625,36.5,43.8828125,124.37507510185199,0.0180059671401978,354833767,12.6634987683973,230.0,910.0,1.07092,1.02309625,-35.875,-51.453125953674295,2.0190799999999998,1.60063,-50.21875,-82.33593940734859,2.9585529286578502,3.83915034603926,-81.8460159301758,Mus musculus,Nr5a1-Cre,spiny,Exc_1,Spiny_5,ME_Exc_20,229.022238489879,387.987674868378,2.10459183672999,23.6912605863
888,0.6646874811872789,1.1581299999999999,1.02423166666667,-58.656253814697294,-61.927085876464794,False,False,False,117.1574,0.035345,1.157175,1.02342833333333,8.75,18.197917938232397,95.9821417927742,0.0352624356746674,475549284,11.5881878612502,209.99998474121102,240.000015259,1.1568200000000002,1.02315333333333,-33.34375,-44.33333714803061,1.1583450000000002,1.4471533333333302,-58.9375,-75.7395833333333,1.1604599877722501,1.3460910208496002,-75.12535095214841,Mus musculus,Pvalb-IRES-Cre,aspiny,Inh_13,Aspiny_12,ME_Inh_11,209.642694727951,555.535660035115,2.39974802646,0.299288826172
891,0.0998417690819865,1.0642200000000002,1.024853,-47.500003814697294,-50.912502288818395,False,False,False,138.9192,0.0229000000000001,1.062235,1.02336,28.1250019073486,32.950002288818396,183.59372019767798,0.0271508954465389,476086391,16.2883755047268,230.0,300.0,1.06178,1.023005,-33.9375038146973,-46.28125,1.9202400000000002,1.7224560000000002,-49.6875,-76.4250076293945,2.3012501323489603,2.98740147273437,-76.00584411621091,Mus musculus,Nr5a1-Cre,spiny,Exc_3,Spiny_7,ME_Exc_20,137.760507997971,340.517202273126,2.06805543702,13.2699347814
899,0.0260582010582011,1.06206,1.025056,-55.84375,-58.86250305175779,False,False,False,695.572672,0.0171600000000001,1.06036,1.023564,12.6875009536743,18.8812503814697,484.374970197678,0.0187643636018038,534303031,30.818646049516502,50.0,350.0,1.05992,1.023168,-43.593753814697294,-45.95625,1.0625799999999999,1.727568,-55.968753814697294,-72.11875305175779,2.1155677452621697,2.05241293343472,-70.6985549926758,Mus musculus,Sst-IRES-Cre,sparsely spiny,Inh_5,Aspiny_2,ME_Inh_24,147.464767039712,630.802917785925,4.6992481203,-2.14985677459
904,0.132333338915506,1.04548,1.025164,-47.21875,-50.125003051757794,False,False,False,206.03248,0.0100800000000001,1.0439,1.023536,46.281253814697294,46.23750305175779,169.062420725822,0.0528275854885578,583138568,10.1251564955282,130.0,340.0,1.04348,1.023132,-39.46875,-44.7750015258789,1.0646799999999998,1.5000879999999999,-49.718753814697294,-72.15000305175779,3.5249178900444704,3.53330510112549,-72.042106628418,Mus musculus,Chat-IRES-Cre-neo,sparsely spiny,Inh_3,Aspiny_14,ME_Inh_5,222.483042942119,161.481475342573,3.05516265912,7.8212355065
918,0.217394919622208,1.46886,1.025506,-49.53125,-56.58750381469729,False,False,False,126.870208,0.06071,1.46659,1.02357,25.5312519073486,26.5125011444092,151.562616229057,0.149849534034729,471410185,14.6088103603522,120.00000762939501,730.0,1.466065,1.023142,-39.5312538146973,-46.8125022888184,1.49474,1.2511510000000001,-55.093753814697294,-77.40000305175779,2.4319977954017404,2.3827811391737796,-76.2948379516602,Mus musculus,Ntsr1-Cre_GN220,spiny,Exc_3,Spiny_17,ME_Exc_6,118.040345093788,894.340201054052,1.69044793419999,27.2256279986
923,0.164123100547824,1.07914,1.02418666666667,-56.843753814697294,-59.250001907348604,False,False,False,416.23232,0.0135800000000001,1.0782399999999999,1.02342666666667,28.875,35.4479185740153,226.093783974648,0.15599274635314903,514767977,10.9095678600386,59.999996185302706,300.0,1.07794,1.02316333333333,-42.0937538146973,-47.677085876464794,1.0791600000000001,1.21874666666667,-56.937503814697294,-79.1927096048991,2.1654742174945802,2.2234533187842302,-78.3579406738281,Mus musculus,Vip-IRES-Cre,aspiny,Inh_3,Aspiny_13,ME_Inh_2,243.825277003608,284.460230524505,5.27426160338,10.0188549746
932,0.16935279882560197,1.1175549999999999,1.02510625,-46.5,-49.398438453674295,False,False,False,140.105984,0.0330300000000001,1.115465,1.02344125,33.8125,30.6328144073486,122.187539935112,0.275506883859634,479225052,17.3801509964646,90.0,720.0,1.114935,1.0230025,-38.4062538146973,-43.671875953674295,1.17109,1.1253275,-56.0,-66.8046875,2.9008821514463197,2.8530810488882,-66.0431060791016,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_4,Spiny_14,ME_Exc_1,148.792688629677,605.187359682384,3.32796421773,29.5808424051
940,0.34169961103912705,1.2484950000000001,1.0243325,-52.343753814697294,-58.843750953674295,False,False,False,189.849888,0.05139,1.2475399999999999,1.0234625,16.8125,24.250000953674302,185.937494039536,0.115165926516056,324493977,19.8981590320805,119.99999237060499,780.0,1.2471649999999999,1.02315875,-32.5000038146973,-42.2578125,1.260315,1.28540625,-55.3125,-72.7265663146973,1.5258010763777599,1.65111915130189,-71.815055847168,Mus musculus,Sst-IRES-Cre,aspiny,Inh_6,Aspiny_1,ME_Inh_15,207.331781508371,266.56197481549,3.13822979226,21.8094781215
942,0.440534208059981,1.04206,1.027056,-51.28125,-59.512502288818396,False,False,False,183.4248,0.0106200000000001,1.04064,1.023384,28.0,31.231251525878896,134.531170129776,0.0435074232518673,527095729,8.44157721382494,280.0,660.0,1.0402799999999999,1.023048,-34.15625,-39.168751525878896,1.0424,1.1856959999999999,-51.500003814697294,-76.04375305175779,2.87783337733261,2.71556272008303,-74.50608825683591,Mus musculus,Ndnf-IRES2-dgCre,aspiny,Inh_3,Aspiny_18,ME_Inh_18,136.610461584597,78.4155467248023,2.22222222222,0.0
948,0.16396321115719698,1.1568200000000002,1.027088,-48.875003814697294,-55.30625305175779,False,False,False,192.516256,0.0422800000000001,1.15372,1.02352,25.1875019073486,29.412501144409198,137.812525033951,0.0164867360144854,560965993,11.871756587329301,190.0,600.0,1.1532200000000001,1.02312,-33.1562538146973,-42.2125015258789,1.16354,1.796616,-52.125003814697294,-72.9812515258789,3.63877500384277,2.58747923800035,-72.51881408691409,Mus musculus,Nos1-CreERT2,aspiny,Inh_1,Aspiny_8,ME_Inh_20,228.212383227972,398.75364801302,3.61438815636999,-13.9465845358
953,0.18926609363443803,1.05798,1.02515,-43.21875,-47.0,False,False,False,274.80464,0.01214,1.0564,1.0234299999999998,36.6875,35.640625,236.71863973140702,0.0570041500031948,586072188,15.739262225188902,80.0,270.0,1.05596,1.02302,-34.78125,-40.5468769073486,1.05806,1.3969200000000002,-43.281253814697294,-65.421875,3.10865834164895,3.41884742974307,-64.7118377685547,Mus musculus,Chat-IRES-Cre-neo,aspiny,Inh_3,Aspiny_14,ME_Inh_3,170.585948632412,231.821804683403,3.73211119131999,-1.81174897634
958,0.22120536810585398,1.142115,1.0255299999999998,-44.531253814697294,-48.31250152587889,False,False,False,114.25251999999999,0.0509350000000002,1.140045,1.0235290000000001,37.71875,40.5812522888184,176.250085234642,0.0389657542109489,485161419,25.210049101805897,70.0,280.0,1.1394950000000001,1.023056,-37.5937538146973,-36.481251525878896,1.176225,1.212788,-48.843753814697294,-69.2625061035156,2.96889371706902,3.1645157102256696,-68.3296966552734,Mus musculus,Sst-IRES-Cre,spiny,Exc_3,Spiny_3,ME_Exc_13,184.474873209147,363.830904575607,1.78571428571,22.1615168254
965,0.213258860681144,1.18172,1.02466833333333,-52.125003814697294,-53.848960240682004,False,False,False,124.39533600000001,0.0318750000000001,1.18031,1.02337666666667,48.312503814697294,47.973960240682004,119.37492340803101,0.15960597991943398,490916882,16.092450991137,80.0,610.0,1.179905,1.02300916666667,-46.781253814697294,-48.2291692097982,1.22623,1.08757916666667,-59.8125,-69.9583396911621,3.16005550383282,3.1186314103766,-67.9530868530273,Mus musculus,Rbp4-Cre_KL100,spiny,Exc_3,Spiny_14,ME_Exc_1,216.375919363298,590.94517301624,2.79033873118,18.3463770203
974,0.19864864864864898,1.1413200000000001,1.02587,-46.062503814697294,-49.9531278610229,False,False,False,339.431744,0.0524800000000001,1.1373799999999998,1.023525,43.750003814697294,48.960939407348604,194.218784570694,0.105632334947586,599334696,24.9507332091101,90.0,740.0,1.13688,1.0231299999999999,-35.4687538146973,-46.242188453674295,1.1582,1.5083,-52.40625,-75.5390625,5.21122307661589,4.532601712694,-74.5306854248047,Mus musculus,Tlx3-Cre_PL56,spiny,Exc_3,Spiny_8,ME_Exc_13,163.378308391264,434.090751595816,3.28125,35.9262814584
980,0.13181818181818197,1.1602,1.0255,-43.71875,-47.989585876464794,False,False,False,177.222704,0.0393000000000001,1.15724,1.02364666666667,40.2500038146973,36.78125127156579,184.06257033348098,0.00434909854084253,555241875,30.4630501450375,50.0,460.0,1.1567,1.0231666666666699,-37.9375038146973,-47.208335876464794,1.2115200000000002,1.11327333333333,-55.156253814697294,-63.14583714803061,3.45277817884061,3.0680023842604203,-62.2584075927734,Mus musculus,Chrna2-Cre_OE25,spiny,Exc_3,Spiny_9,ME_Exc_13,139.242991363932,485.393275606075,2.73575142494,16.7395279954999
982,0.0900754032110474,1.11676,1.0245674999999999,-56.375003814697294,-61.0390658378601,False,False,False,211.40713599999998,0.03152,1.11568,1.0234825,28.0,28.4375011920929,210.93761920929,0.00873572286218405,565888394,23.006690153606602,100.0,620.0,1.1152799999999998,1.0231225,-45.093753814697294,-47.1289091110229,1.1168200000000001,1.6560849999999998,-56.406253814697294,-75.6250038146973,2.0412499479279598,1.9985532175299998,-75.0470886230469,Mus musculus,Oxtr-T2A-Cre,sparsely spiny,Inh_5,Aspiny_2,ME_Inh_24,196.444035679525,470.551746262192,3.68792562613,-1.79489652097999
1018,0.265686274509804,1.1904549999999998,1.0248709999999999,-51.28125,-52.168752288818396,False,False,False,161.193248,0.041760000000000005,1.188825,1.023327,51.28125,51.2000038146973,147.187545895576,0.0363216288387775,476562817,16.400006631577,70.0,630.0,1.1884649999999999,1.023002,-42.03125,-46.4937522888184,1.236825,1.378858,-58.9375,-74.9125030517578,4.29004221241129,4.62820975436216,-74.2206802368164,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_3,ME_Exc_17,154.80990823217,453.670530748767,4.88095238095,9.85110118714
1019,1.1269811785539299,1.19808,1.02406166666667,-57.781253814697294,-62.958335876464794,False,False,False,159.7648,0.0074350000000000796,1.19734,1.0234,-1.0625,5.53645857175191,122.18761444091801,0.18182791769504503,488504814,7.20526106714666,260.0,81.6666615804036,1.19707,1.02317083333333,-35.40625,-48.885419845581104,1.19808,1.5151658333333302,-57.781253814697294,-75.0104192097982,1.26586832012971,1.4209804344195902,-73.8347930908203,Mus musculus,Rorb-IRES2-Cre,aspiny,Inh_12,Aspiny_11,ME_Inh_9,197.336316502526,733.409284409561,5.27210884354,12.301118317
1031,0.521629233979554,1.099,1.0241959999999999,-55.500003814697294,-61.74375305175779,False,False,False,159.622624,0.00958000000000014,1.09806,1.02346,14.0312509536743,27.8062511444092,97.5000336766243,0.0467215515673161,571867358,8.20117211122899,350.0,710.0,1.0977,1.02314,-31.5,-44.28125152587889,1.09904,1.735036,-55.59375,-76.4375015258789,1.1237397536020501,1.36154715736777,-74.7878875732422,Mus musculus,Pvalb-IRES-Cre,aspiny,Inh_10,Aspiny_7,ME_Inh_14,221.434050266737,163.300647772097,2.53707757657999,9.72271397671
1032,0.16770833459165,1.10546,1.024894,-47.6875,-49.918751525878896,False,False,False,116.96948799999998,0.0494950000000001,1.10313,1.0233370000000002,41.46875,43.543752288818396,143.281206488609,0.00599157996475697,485836906,21.636518481232,150.0,1080.0,1.1027799999999999,1.0230139999999999,-36.1562538146973,-48.293752288818396,1.119565,1.4578200000000001,-51.500003814697294,-79.9187515258789,3.98359331035142,4.08945127345978,-78.8448944091797,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_3,ME_Exc_17,136.397607400068,360.126861239553,2.07238267488,10.9870118609
1034,0.146996134664353,1.2201,1.0248825000000001,-49.78125,-52.46875,False,False,False,138.39126399999998,0.0535650000000001,1.2181,1.02342,39.5937538146973,40.8125,169.687539339066,0.0485379248857498,329550277,21.1852333171595,110.0,890.0,1.2176850000000001,1.02305416666667,-39.28125,-50.2864596048991,1.25105,1.6090766666666698,-56.03125,-82.3072942097982,3.25422276789713,3.44697446438671,-81.57408142089841,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_6,ME_Exc_19,145.99347285357,444.94245337581,3.71428571429,-11.7998007744
1036,0.11571428571428599,1.15001,1.02523375,-44.75,-47.5546875,False,False,False,89.69156,0.073615,1.14605,1.02351375,24.84375,28.6484379768372,116.71863496303601,0.10154810547828698,348592897,23.432006315466598,130.0,1420.0,1.145605,1.0231525,-34.9687538146973,-41.679688453674295,1.18508,1.51315625,-54.031253814697294,-74.078125,3.1167015939779703,2.99896670683136,-73.2444305419922,Mus musculus,Scnn1a-Tg2-Cre,spiny,Exc_3,Spiny_3,ME_Exc_13,159.614741879613,449.848480856097,1.85029036342,15.121786259
1039,0.246698121237728,1.4698,1.026684,-52.375003814697294,-56.787502288818395,False,False,False,218.541648,0.0674400000000002,1.46624,1.023568,28.9062519073486,28.256251144409198,164.687424898148,0.0534089393913746,579626068,8.885173451821249,130.0,540.0,1.4657799999999999,1.0232,-34.4062538146973,-39.756251525878895,1.47514,1.169404,-55.34375,-70.2687545776367,4.15217658528556,2.73480251179114,-68.6798858642578,Mus musculus,Ndnf-IRES2-dgCre,aspiny,Inh_1,Aspiny_8,ME_Inh_20,156.883268416109,299.790600104005,3.47334209939,13.464636161
1043,0.489802631578947,1.05293,1.024841,-55.093753814697294,-56.30625305175779,False,False,False,367.354432,0.0101200000000001,1.051605,1.023392,33.0,37.9062522888184,267.90177822113,0.0501675680279732,487099387,13.618791323243899,50.0,44.0,1.05122,1.0230549999999998,-42.2187538146973,-43.856252288818396,1.054275,1.530804,-55.34375,-65.7562515258789,2.47666495519767,2.5798493193636496,-64.67691040039061,Mus musculus,Htr3a-Cre_NO152,aspiny,Inh_3,Aspiny_16,ME_Inh_1,137.264579615571,328.568828352976,3.41836734694,-0.0085858302822
1047,0.19921414538310397,1.82151,1.02500666666667,-48.5,-49.8020846048991,False,False,False,165.931616,0.0578400000000001,1.8187799999999998,1.0233649999999999,37.5312538146973,30.1770846048991,230.04467785358398,0.0323442555963993,480087928,35.8412916818504,50.0,700.0,1.818325,1.02294833333333,-36.1562538146973,-42.645835876464794,1.8485900000000002,1.7099633333333302,-55.90625,-74.2916717529297,3.52229179453099,2.9893910612167205,-73.2083282470703,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_4,ME_Exc_17,157.250526787855,426.872051800337,2.37286705617,2.65798141495
1054,0.5022300387253099,1.1268799999999999,1.0246325,-57.90625,-59.085939407348604,False,False,False,470.05756799999995,0.0197800000000001,1.12554,1.02336,46.125003814697294,39.855469703674295,413.437485694885,0.0352359674870968,583104750,32.145413008148196,30.0,290.0,1.1251200000000001,1.0230025,-38.1875,-40.808595180511496,1.1271200000000001,1.57397,-58.125003814697294,-62.7460966110229,2.55169958423476,2.30556446324371,-61.687320709228494,Mus musculus,Chrna2-Cre_OE25,sparsely spiny,Inh_6,Aspiny_4,ME_Inh_23,151.982072709558,693.847401391604,2.47539983011999,46.2713443538
1059,0.7247340425531921,1.9624599999999999,1.02396,-58.78125,-63.51875381469729,False,False,False,84.812208,0.29698,1.9617200000000001,1.023352,15.0000009536743,25.5187507629395,46.406134963035605,0.00719091994687915,614777438,5.22483362401917,530.0,1170.0,1.96138,1.023076,-34.9687538146973,-49.2812507629395,1.96252,1.425188,-58.9375,-80.7000045776367,1.29621554958271,1.4709582637452299,-79.5007095336914,Mus musculus,Pvalb-T2A-FlpO|Vipr2-IRES2-Cre,aspiny,Inh_12,Aspiny_7,ME_Inh_16,229.88021245029,191.903363336309,2.54637494425,19.5181148854
1065,0.717111520399098,1.21858,1.02405,-55.03125,-60.515628814697294,False,False,False,178.971472,0.0157,1.21776,1.0234,10.3125,26.8984389305115,103.125110268593,0.0611286424100399,565462089,8.126993333305041,280.0,560.0,1.21738,1.023085,-29.6562519073486,-44.117189407348604,1.21862,1.52003,-55.156253814697294,-71.13281440734859,1.04322985776502,1.31002790010956,-69.5199661254883,Mus musculus,Oxtr-T2A-Cre,aspiny,Inh_10,Aspiny_8,ME_Inh_14,197.110444866687,383.786144838463,3.52112676056,6.50811948081
1067,0.19642854854768696,1.65969,1.0284950000000002,-54.531253814697294,-62.882814407348604,False,False,False,124.346704,0.040775,1.65523,1.0233424999999998,21.5,24.4687504768372,96.87492251396179,0.0689584165811539,473943881,6.050367079217,209.99998474121102,660.0,1.6548150000000001,1.02304,-33.0,-39.1562528610229,1.66305,1.19967875,-56.875,-70.3671894073486,3.4106179835390895,2.54022789309226,-69.5428619384766,Mus musculus,Htr3a-Cre_NO152,aspiny,Inh_1,Aspiny_8,ME_Inh_20,169.082711922182,351.94712023064,3.51648351648,3.50044266516999
1068,0.289957865168539,1.1011799999999998,1.026025,-47.84375,-53.304688453674295,False,False,False,214.000448,0.0316800000000002,1.0989799999999998,1.02347,24.53125,23.8281254768372,174.999997019768,0.0153588727116585,539014038,12.6842358471746,190.0,750.0,1.09848,1.0231,-35.4375038146973,-34.8437528610229,1.10322,1.66562,-48.687503814697294,-74.96094322204591,2.9324101654162997,2.28907063073587,-74.6102600097656,Mus musculus,Ndnf-IRES2-dgCre,aspiny,Inh_1,Aspiny_8,ME_Inh_20,226.179580354501,213.770446886026,2.98522484287,-17.9046679102
