,predicted dendrite,real dendrite,ephys predicted creline,ephys me-type predictions,ephys m-type predictions,ephys e-type predictions,specimen_id,morph me-type predictions,morph m-type predictions,morph e-type predictions,ephys and morph me-type predictions,ephys and morph m-type predictions,ephys and morph e-type predictions
123,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520480180,,,,,,
124,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541563728,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
125,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528697733,,,,,,
126,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571642127,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
127,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,528028846,,,,,,
128,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,576120358,,,,,,
129,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,569869510,,,,,,
130,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,526791834,,,,,,
131,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,530062268,,,,,,
132,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531517732,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
133,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,614635228,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
134,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571435969,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
135,spiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,542179094,,,,,,
136,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508427757,,,,,,
137,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571624971,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
138,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,611915585,,,,,,
139,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531517518,,,,,,
140,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528617665,,,,,,
141,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,576090160,,,,,,
142,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531520401,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
143,spiny,sparsely spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,569849486,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
144,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527932447,,,,,,
145,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531526842,,,,,,
146,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527890930,,,,,,
147,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,592472734,,,,,,
148,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,587770251,,,,,,
149,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,542131227,,,,,,
150,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529988599,,,,,,
151,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,613442532,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
152,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508390405,,,,,,
153,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520623958,,,,,,
154,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541541635,,,,,,
155,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571735073,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
156,spiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,576095991,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
157,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,545192313,,,,,,
158,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531532489,,,,,,
159,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,548434716,,,,,,
160,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571520908,,,,,,
161,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,537307503,,,,,,
162,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,601958555,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
163,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508280093,,,,,,
164,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508400454,,,,,,
165,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508411248,,,,,,
166,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,526732858,,,,,,
167,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,545171030,,,,,,
168,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,508281653,,,,,,
169,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527930921,,,,,,
170,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528631714,,,,,,
171,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,537261100,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
172,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,614651270,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
173,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,539563223,,,,,,
174,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,601950719,,,,,,
175,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,488418027,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
176,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,525023625,,,,,,
177,aspiny,sparsely spiny,Chrna2-Cre_OE25,ME_Exc_5,Spiny_7,Inh_5,611617700,,,,,,
178,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,489315717,,,,,,
179,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529856350,,,,,,
180,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,542143598,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
181,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508282493,ME_Exc_13,Spiny_14,Exc_3,ME_Inh_22,Spiny_11,Inh_4
182,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531526539,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
183,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,616647103,ME_Inh_25,Spiny_11,Exc_3,ME_Inh_22,Spiny_11,Inh_4
184,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571666289,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
185,aspiny,sparsely spiny,Chrna2-Cre_OE25,ME_Exc_5,Spiny_7,Inh_5,595568262,ME_Exc_13,Spiny_14,Exc_3,ME_Inh_22,Spiny_14,Inh_5
186,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508309649,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
187,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,539653924,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
188,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_10,Spiny_7,Inh_3,643572206,ME_Exc_13,Spiny_14,Inh_2,ME_Exc_5,Aspiny_16,Exc_2
189,spiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529884137,,,,,,
190,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,526714785,,,,,,
191,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,530058283,,,,,,
192,spiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,613432942,,,,,,
193,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,637034000,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_11,Inh_6
194,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,489308885,,,,,,
195,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528671590,,,,,,
196,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520470657,,,,,,
197,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520636424,,,,,,
198,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527941296,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
199,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,486940963,,,,,,
200,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,537313158,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
201,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528038990,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
202,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,545216846,,,,,,
203,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,587762000,,,,,,
204,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528637071,,,,,,
205,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,611623402,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
206,aspiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,595562635,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
207,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541540615,,,,,,
208,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,569101823,,,,,,
209,aspiny,aspiny,Chrna2-Cre_OE25,ME_Inh_24,Spiny_15,Inh_5,596049209,,,,,,
210,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528625591,,,,,,
211,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571654895,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
212,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_15,Inh_5,611764247,,,,,,
213,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,530022494,,,,,,
214,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,643625553,,,,,,
215,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_5,Spiny_15,Inh_5,567764060,,,,,,
216,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,567738879,,,,,,
217,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,567776248,,,,,,
218,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,528734156,,,,,,
219,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,537182609,,,,,,
220,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,517673954,,,,,,
221,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,539556162,,,,,,
222,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541548139,,,,,,
223,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,611592806,,,,,,
224,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528617195,,,,,,
225,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,569844159,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
226,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571500474,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
227,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,614230805,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
228,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528613096,,,,,,
229,aspiny,aspiny,Chrna2-Cre_OE25,ME_Inh_24,Spiny_15,Inh_5,569860147,,,,,,
230,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520471727,,,,,,
231,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527891102,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
232,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528022041,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
233,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571427524,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
234,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541545716,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
235,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,561437013,,,,,,
236,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571429412,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
237,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,539542640,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_11,Inh_11
238,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571721440,,,,,,
239,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508417989,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
240,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571527806,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
241,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571516327,,,,,,
242,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527907460,,,,,,
243,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,561469082,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
244,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,539540199,,,,,,
245,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508366192,,,,,,
246,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,528643271,,,,,,
247,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527922515,,,,,,
248,aspiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,576136807,,,,,,
249,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529826240,,,,,,
250,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,548440226,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
251,aspiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528015670,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Exc_2
252,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,525133308,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
253,spiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527931217,,,,,,
254,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531523484,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_11,Inh_4
255,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531523709,,,,,,
256,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,539563673,,,,,,
257,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,567747448,,,,,,
258,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,542086000,,,,,,
259,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,561464809,,,,,,
260,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,519849529,,,,,,
261,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_11,Spiny_15,Inh_5,545207901,,,,,,
262,spiny,sparsely spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,595570553,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
263,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,488418919,,,,,,
264,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,517689107,,,,,,
265,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,537266147,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
266,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520615638,,,,,,
267,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520470950,,,,,,
268,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,531520637,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
269,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541551362,,,,,,
270,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,561432315,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
271,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508381568,,,,,,
272,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508280017,,,,,,
273,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,537284228,,,,,,
274,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520631294,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_11
275,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_15,Inh_5,587784061,,,,,,
276,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,525011903,,,,,,
277,spiny,sparsely spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,525018757,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
278,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,526727406,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_11,Inh_6
279,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528602977,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_11,Inh_6
280,spiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,569825715,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
281,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528619307,,,,,,
282,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,562377597,,,,,,
283,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528025071,,,,,,
284,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,576117916,,,,,,
285,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508413678,,,,,,
286,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_11,Spiny_15,Inh_5,637038252,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
287,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,527901472,,,,,,
288,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529897150,,,,,,
289,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,539539309,,,,,,
290,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,526734407,ME_Exc_13,Spiny_14,Exc_3,ME_Inh_22,Spiny_11,Inh_4
291,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571430815,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
292,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,537256313,,,,,,
293,aspiny,spiny,Chrna2-Cre_OE25,ME_Exc_5,Spiny_15,Inh_5,545152345,,,,,,
294,spiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,519853636,,,,,,
295,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571644618,,,,,,
296,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528609885,,,,,,
297,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528631988,,,,,,
298,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571450845,,,,,,
299,aspiny,aspiny,Chrna2-Cre_OE25,ME_Inh_24,Spiny_15,Inh_5,613396614,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
300,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541566300,,,,,,
301,aspiny,spiny,Chrna2-Cre_OE25,ME_Exc_10,Spiny_15,Exc_1,569075240,,,,,,
302,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,545612828,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_11,Inh_11
303,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529889679,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
304,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,613445682,,,,,,
305,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571691416,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
306,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,528011097,,,,,,
307,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541540569,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
308,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,571525618,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
309,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,569821470,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
310,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508285405,,,,,,
311,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,488386504,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
312,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,539661667,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
313,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,545188312,,,,,,
314,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508309244,,,,,,
315,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529979375,,,,,,
316,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541536216,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
317,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508381644,,,,,,
318,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,548421866,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
319,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,576113488,,,,,,
